iso2c,iso3c,country,date,indicator_id,value,indicator_category
JP,JPN,Japan,2018,NV.AGR.TOTL.ZS,1.044248235947,Economic
JP,JPN,Japan,2018,NV.IND.MANF.ZS,20.621683951335,Economic
JP,JPN,Japan,2018,NV.SRV.TOTL.ZS,69.4031278581593,Economic
JP,JPN,Japan,2018,NY.GDP.MKTP.CD,5040880939324.86,Economic
JP,JPN,Japan,2018,NY.GDP.PCAP.CD,39751.1330982711,Economic
JP,JPN,Japan,2018,NY.GDP.PCAP.PP.CD,42141.9352987759,Economic
JP,JPN,Japan,2018,SE.ENR.TERT.FM.ZS,0.971849977970123,Education
JP,JPN,Japan,2018,SG.GEN.PARL.ZS,10.1075268817204,Rights
JP,JPN,Japan,2018,SH.STA.MMRT,5,Health
JP,JPN,Japan,2018,SL.TLF.CACT.FE.ZS,52.368,Employment
JP,JPN,Japan,2018,SL.TLF.CACT.FM.ZS,73.6705869112599,Employment
JP,JPN,Japan,2018,SL.UEM.TOTL.FE.ZS,2.232,Employment
JP,JPN,Japan,2018,SP.ADO.TFRT,3.076,Health
JP,JPN,Japan,2018,SP.DYN.LE00.FE.IN,87.32,Health
JP,JPN,Japan,2019,NV.AGR.TOTL.ZS,1.03894744464527,Economic
JP,JPN,Japan,2019,NV.IND.MANF.ZS,20.2241827905106,Economic
JP,JPN,Japan,2019,NV.SRV.TOTL.ZS,69.6276716636423,Economic
JP,JPN,Japan,2019,NY.GDP.MKTP.CD,5117993853016.51,Economic
JP,JPN,Japan,2019,NY.GDP.PCAP.CD,40415.9567649547,Economic
JP,JPN,Japan,2019,NY.GDP.PCAP.PP.CD,42678.1511448355,Economic
JP,JPN,Japan,2019,SE.ENR.TERT.FM.ZS,0.978950023651123,Education
JP,JPN,Japan,2019,SG.GEN.PARL.ZS,10.1075268817204,Rights
JP,JPN,Japan,2019,SH.STA.MMRT,5,Health
JP,JPN,Japan,2019,SL.TLF.CACT.FE.ZS,53.24,Employment
JP,JPN,Japan,2019,SL.TLF.CACT.FM.ZS,74.6536541589545,Employment
JP,JPN,Japan,2019,SL.UEM.TOTL.FE.ZS,2.168,Employment
JP,JPN,Japan,2019,SP.ADO.TFRT,2.772,Health
JP,JPN,Japan,2019,SP.DYN.LE00.FE.IN,87.45,Health
JP,JPN,Japan,2020,NV.AGR.TOTL.ZS,1.06632318664296,Economic
JP,JPN,Japan,2020,NV.IND.MANF.ZS,20.0524927187101,Economic
JP,JPN,Japan,2020,NV.SRV.TOTL.ZS,69.4616161814511,Economic
JP,JPN,Japan,2020,NY.GDP.MKTP.CD,5055587093501.59,Economic
JP,JPN,Japan,2020,NY.GDP.PCAP.CD,40040.7655055923,Economic
JP,JPN,Japan,2020,NY.GDP.PCAP.PP.CD,42438.44646009,Economic
JP,JPN,Japan,2020,SE.ENR.TERT.FM.ZS,0.982900023460388,Education
JP,JPN,Japan,2020,SG.GEN.PARL.ZS,9.89247311827957,Rights
JP,JPN,Japan,2020,SH.STA.MMRT,4,Health
JP,JPN,Japan,2020,SL.TLF.CACT.FE.ZS,53.09,Employment
JP,JPN,Japan,2020,SL.TLF.CACT.FM.ZS,74.4057629779123,Employment
JP,JPN,Japan,2020,SL.UEM.TOTL.FE.ZS,2.531,Employment
JP,JPN,Japan,2020,SP.ADO.TFRT,2.503,Health
JP,JPN,Japan,2020,SP.DYN.LE00.FE.IN,87.71,Health
JP,JPN,Japan,2021,NV.AGR.TOTL.ZS,1.01328081764637,Economic
JP,JPN,Japan,2021,NV.IND.MANF.ZS,20.8554948736037,Economic
JP,JPN,Japan,2021,NV.SRV.TOTL.ZS,69.1297631401118,Economic
JP,JPN,Japan,2021,NY.GDP.MKTP.CD,5034620784584.98,Economic
JP,JPN,Japan,2021,NY.GDP.PCAP.CD,40058.5373276179,Economic
JP,JPN,Japan,2021,NY.GDP.PCAP.PP.CD,44315.4979912492,Economic
JP,JPN,Japan,2021,SE.ENR.TERT.FM.ZS,0.9685999751091,Education
JP,JPN,Japan,2021,SG.GEN.PARL.ZS,9.67741935483871,Rights
JP,JPN,Japan,2021,SH.STA.MMRT,4,Health
JP,JPN,Japan,2021,SL.TLF.CACT.FE.ZS,53.515,Employment
JP,JPN,Japan,2021,SL.TLF.CACT.FM.ZS,75.0887482636209,Employment
JP,JPN,Japan,2021,SL.UEM.TOTL.FE.ZS,2.55,Employment
JP,JPN,Japan,2021,SP.ADO.TFRT,2.088,Health
JP,JPN,Japan,2021,SP.DYN.LE00.FE.IN,87.57,Health
JP,JPN,Japan,2022,NV.AGR.TOTL.ZS,1.01759821736288,Economic
JP,JPN,Japan,2022,NV.IND.MANF.ZS,19.2274179079491,Economic
JP,JPN,Japan,2022,NV.SRV.TOTL.ZS,71.3885098732362,Economic
JP,JPN,Japan,2022,NY.GDP.MKTP.CD,4256410760723.75,Economic
JP,JPN,Japan,2022,NY.GDP.PCAP.CD,34017.2718075024,Economic
JP,JPN,Japan,2022,NY.GDP.PCAP.PP.CD,47328.5386309954,Economic
JP,JPN,Japan,2022,SE.ENR.TERT.FM.ZS,0.973879992961884,Education
JP,JPN,Japan,2022,SG.GEN.PARL.ZS,9.91379310344828,Rights
JP,JPN,Japan,2022,SH.STA.MMRT,5,Health
JP,JPN,Japan,2022,SL.TLF.CACT.FE.ZS,54.167,Employment
JP,JPN,Japan,2022,SL.TLF.CACT.FM.ZS,75.9109255003083,Employment
JP,JPN,Japan,2022,SL.UEM.TOTL.FE.ZS,2.38,Employment
JP,JPN,Japan,2022,SP.ADO.TFRT,1.821,Health
JP,JPN,Japan,2022,SP.DYN.LE00.FE.IN,87.09,Health
